Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
Mtmr12	0	0	1	1	1	0	1	6	1	0	0	5	2	2	0	16
Mtmr14	0	1	2	2	0	0	1	7	1	1	0	9	0	3	2	24
Mtmr2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
Mtmr3	1	1	4	8	0	6	7	15	5	3	5	22	5	14	3	65
Mtmr4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
Mtmr6	0	0	0	1	0	0	0	3	0	0	1	5	1	1	0	15
Mtmr7	0	1	0	1	0	2	0	2	0	0	0	1	0	1	0	6
Mtmr9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
Mtnr1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtnr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mto1	0	0	2	4	1	0	0	1	0	2	1	4	0	2	0	17
Mtor	0	1	0	2	0	0	3	6	0	0	0	5	0	1	1	8
Mtpap	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mtpn	4	8	3	6	6	6	7	12	8	4	3	18	3	5	5	54
Mtr	0	0	1	0	0	0	1	2	1	0	1	1	0	0	0	1
Mtres1	0	3	3	9	0	1	9	21	0	5	4	18	2	17	2	42
Mtrex	1	1	1	1	1	1	1	0	2	0	0	2	1	1	0	3
Mtrf1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6
Mtrf1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtrr	0	1	2	2	0	1	1	14	1	0	0	6	0	2	1	9
Mtss1	1	3	2	1	4	4	6	11	2	2	11	7	2	4	8	14
Mtss2	0	0	0	3	2	3	1	6	1	0	0	1	1	0	1	0
Mttp	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mturn	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
Mtus1	3	0	2	1	2	0	0	1	2	1	0	0	0	0	0	0
Mtus2	0	0	0	0	0	0	1	1	0	0	0	0	0	10	0	5
Mtx1	0	2	22	21	0	6	31	47	8	14	14	47	20	23	12	145
Mtx2	0	0	0	2	1	0	1	0	1	0	1	1	0	0	1	1
Mtx3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Muc1	6	16	2	15	2	140	70	127	33	11	11	6	32	312	18	37
Muc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Muc20	0	0	0	0	0	3	1	1	1	0	0	0	0	10	0	2
Muc3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Muc4	1	1	0	0	3	0	3	3	2	0	0	0	2	9	1	2
Muc5ac	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Muc5b	23	9	0	16	65	352	37	18	12	14	1	1	24	1325	3	36
Muc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucl3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Mug-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mug1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mug2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mul1	0	1	0	8	0	3	1	4	0	2	2	4	6	9	4	13
Mup1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Mup4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mus81	2	4	11	9	2	0	10	29	0	2	7	20	9	18	12	46
Musk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mustn1	0	0	1	1	0	2	2	5	0	0	0	2	1	0	2	9
Mutyh	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Mvb12a	4	22	41	55	2	30	72	102	25	48	61	107	81	116	49	269
Mvb12b	1	4	2	7	0	4	10	18	4	7	2	18	3	12	2	59
Mvd	4	24	46	72	1	14	75	103	61	106	142	213	105	69	68	575
Mvk	4	3	5	6	0	4	5	9	1	2	5	15	4	5	1	35
Mvp	0	9	27	53	1	8	36	105	19	26	23	111	19	45	26	335
Mx1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Mx2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	3
Mxd1	0	3	5	17	0	9	9	27	4	6	4	9	8	17	7	37
Mxd3	0	3	3	3	0	0	2	0	0	0	1	4	1	0	0	3
Mxd4	0	1	1	1	0	6	6	10	2	4	5	5	2	6	3	33
Mxi1	0	0	0	1	3	2	1	8	0	0	1	6	1	3	2	15
Mxra7	3	3	0	5	2	8	16	36	1	1	1	2	1	11	4	4
Mxra8	0	2	0	10	0	9	7	27	1	1	0	3	1	21	2	4
Myadm	0	5	3	1	6	3	5	6	2	4	11	12	2	4	1	21
Myadml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myb	0	1	0	1	3	0	0	0	1	0	0	0	0	0	0	0
Mybbp1a	0	8	13	46	1	4	22	50	1	19	19	49	13	33	9	142
Mybl1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mybl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mybpc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Mybpc3	0	0	5	4	0	0	3	9	0	3	6	6	1	1	2	23
Mybph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybphl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myc	1	0	0	0	0	0	1	2	1	1	1	2	0	0	0	3
Mycbp	1	0	0	0	0	0	1	3	1	0	0	1	0	2	0	3
Mycbp2	0	1	2	2	1	4	1	5	1	0	2	6	1	1	1	30
Mycbpap	0	2	0	0	0	3	0	3	0	0	0	1	3	28	0	8
Mycl	0	1	0	1	0	0	0	2	2	0	0	0	0	3	1	1
Mycn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myct1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Myd88	3	13	48	72	1	15	56	107	19	25	51	119	27	39	31	287
Mydgf	1	15	33	43	2	19	68	95	16	38	23	89	48	72	26	244
Myef2	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1
Myf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myg1	0	5	10	27	0	5	17	46	3	10	13	28	14	18	10	87
Myh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh10	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Myh11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Myh13	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
Myh14	1	9	1	5	0	48	21	57	8	3	1	4	27	322	6	31
Myh15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Myh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Myh7	0	0	0	2	0	3	3	6	0	1	1	0	0	2	0	2
Myh7b	0	0	1	0	0	0	2	3	1	1	2	1	2	0	2	2
Myh8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh9	7	21	22	35	3	25	45	60	39	16	25	229	22	41	22	163
Myhas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl12a	4	7	3	6	5	13	9	16	10	2	3	19	7	12	0	29
Myl12b	2	7	10	29	6	13	12	98	9	11	23	74	21	31	10	374
Myl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
Myl6	8	18	15	46	12	61	89	187	21	22	18	70	57	176	25	456
Myl6b	0	0	1	1	0	0	2	4	0	0	1	1	0	2	1	10
Myl7	0	0	0	0	0	2	1	1	0	0	0	0	0	4	1	2
Myl9	0	3	0	2	0	4	2	18	1	4	0	1	0	15	3	11
Mylip	0	0	0	1	0	0	1	3	0	0	0	1	0	1	0	8
Mylk	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1
Mylk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylpf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mymk	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mymx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mynn	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo10	0	2	0	0	1	0	0	2	0	1	1	2	0	2	1	6
Myo15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Myo16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6
Myo18a	4	4	7	13	5	12	16	39	7	13	10	22	17	34	6	58
Myo18b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Myo1a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Myo1b	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Myo1c	0	6	9	22	0	15	26	62	2	6	8	43	17	23	9	122
Myo1d	0	0	0	2	0	1	0	8	1	0	0	3	0	7	1	7
Myo1e	1	2	6	11	2	3	15	27	2	6	8	46	2	11	5	140
Myo1f	1	3	8	27	1	5	23	74	10	8	11	93	11	11	14	371
Myo1g	0	4	30	40	0	6	33	153	8	15	7	83	18	9	20	255
Myo1h	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0
Myo3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo3b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo5a	1	1	1	1	1	1	1	4	3	1	0	4	2	0	1	2
Myo5b	0	1	0	0	0	0	0	1	3	0	0	0	1	4	0	2
Myo5c	0	0	0	2	1	1	0	3	2	0	0	1	1	19	0	2
Myo6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Myo7a	0	4	14	52	2	3	19	30	10	10	9	69	10	3	6	168
Myo7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Myo9b	8	23	44	128	3	21	86	154	40	78	71	175	111	78	56	530
Myoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myocd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myocos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myod1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myof	1	1	2	6	0	2	5	6	1	1	3	16	5	1	6	46
Myog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom1	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	10
Myom2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myoparr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myorg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Myot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myoz1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Myoz2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Myoz3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mypn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mypop	0	1	1	1	0	2	1	6	1	2	0	3	0	2	1	3
Myrf	0	2	0	2	0	1	1	6	0	2	1	8	4	5	1	27
Myrfl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrip	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mysm1	1	1	8	10	0	10	3	24	5	8	3	23	4	9	0	21
Myt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myt1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myzap	2	0	0	0	1	2	2	4	2	1	0	0	0	0	0	1
Mzb1	0	0	3	12	0	6	9	32	1	9	1	5	18	30	3	26
Mzf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mzt1	0	0	2	3	0	1	0	4	1	0	0	4	0	3	3	31
Mzt2	0	1	2	4	0	1	7	4	1	2	5	9	2	7	1	27
N4bp1	0	2	7	17	0	4	12	16	2	13	13	19	9	12	11	68
N4bp2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
N4bp2l1	0	1	0	3	0	0	1	3	1	2	1	7	4	1	2	19
N4bp2l2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
N4bp3	1	3	1	3	0	4	10	27	4	2	1	10	5	7	1	19
N6amt1	0	0	0	2	0	0	2	5	0	0	1	7	3	1	2	13
Naa10	3	2	6	6	0	6	8	33	6	11	6	28	7	21	5	54
Naa11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa15	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	3
Naa16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Naa20	0	0	0	2	0	0	0	2	0	0	0	3	1	0	1	0
Naa25	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Naa30	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Naa35	1	0	2	8	0	2	3	6	1	2	4	10	4	12	2	14
Naa38	0	6	10	27	1	13	10	23	4	13	11	28	11	41	5	104
Naa40	0	2	6	5	0	1	4	13	1	1	2	15	1	2	2	41
Naa50	0	1	1	1	1	0	0	0	1	2	0	4	1	2	2	4
Naa60	1	0	2	3	0	3	5	22	1	2	1	24	0	7	0	54
Naa80	3	4	3	17	1	21	7	19	5	23	13	19	25	33	2	50
Naaa	4	31	42	131	5	21	91	177	49	84	112	356	73	83	83	892
Naalad2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naaladl1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Naaladl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nab2	0	6	13	37	1	6	23	47	15	15	29	44	27	19	21	121
Nabp1	0	4	7	5	4	5	6	6	3	4	3	7	2	0	7	7
Nabp2	1	5	13	17	1	5	19	38	1	9	13	31	24	17	9	96
Naca	1	2	4	7	0	6	7	33	5	6	2	45	5	12	5	92
Nacad	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Nacc1	1	4	16	28	2	13	25	51	11	20	17	42	11	22	13	109
Nacc2	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
Nadk	0	6	7	25	2	7	8	46	2	12	3	38	7	15	5	157
Nadk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nadsyn1	0	0	3	2	0	1	0	4	0	2	2	6	1	3	1	14
Nae1	0	0	1	1	1	0	3	2	0	1	0	0	1	3	0	10
Naf1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	1
Naga	0	7	8	17	1	6	21	62	6	8	5	76	13	38	10	146
Nagk	0	1	2	22	0	9	12	31	7	5	6	51	10	17	11	161
Naglu	2	11	28	63	2	6	41	70	19	37	38	93	29	56	26	302
Nagpa	0	4	1	6	0	1	2	21	2	5	3	30	8	6	2	65
Nags	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	14
Naif1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Naip1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
Naip2	0	0	4	16	0	0	3	13	1	2	6	26	7	8	6	103
Naip5	0	1	1	6	0	2	7	5	3	0	7	11	4	2	4	18
Naip6	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	2
Naip7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Nalcn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nampt	1	1	0	0	2	1	0	0	0	0	0	2	1	0	0	0
Nanog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanos1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nanos2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanos3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Nanp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nans	0	7	8	11	0	3	10	21	5	10	4	25	10	18	6	107
Nap1l1	2	2	0	2	1	0	1	4	2	1	4	0	0	1	2	0
Nap1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nap1l3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nap1l4	2	11	9	44	2	19	32	87	14	11	23	51	24	49	18	195
Nap1l5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napa	3	9	36	76	0	17	53	106	15	39	44	106	39	42	26	332
Napb	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2
Napepld	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	9
Napg	1	1	3	10	3	4	10	26	5	2	3	21	5	9	4	78
Naprt	0	4	6	10	0	2	7	15	5	5	6	14	8	5	2	34
Napsa	1	22	14	50	2	55	80	235	65	28	7	48	32	49	26	157
Narf	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
Nars	0	6	11	37	0	3	13	21	7	12	24	29	7	11	7	88
Nars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nasp	0	0	0	6	0	1	5	17	2	4	4	11	5	7	3	40
Nat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat10	1	2	4	10	0	2	7	18	3	1	5	16	10	7	2	41
Nat14	1	1	0	0	0	1	0	5	0	2	1	0	7	17	1	6
Nat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nat8f1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2
Nat8f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nat8f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nat8f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8l	0	0	3	2	0	1	3	6	0	0	0	1	3	2	3	6
Nat9	4	17	20	39	3	53	35	56	41	26	48	43	86	236	37	90
Natd1	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	9
Nav1	0	0	1	0	0	0	0	3	0	0	1	2	0	0	0	6
Nav2	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	2
Nav3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naxd	1	2	6	6	1	7	7	13	4	3	2	16	4	21	7	42
Naxe	1	2	5	5	4	4	7	9	4	7	0	7	4	17	2	17
Nbas	1	1	1	2	0	2	1	12	2	4	1	6	1	6	0	18
Nbdy	1	0	1	0	1	3	2	0	0	0	0	8	1	1	2	13
Nbea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal2	0	9	4	11	4	12	27	117	8	19	5	48	14	23	14	120
Nbl1	0	4	2	11	1	21	8	33	0	3	1	1	4	30	3	13
Nbn	0	0	0	2	0	0	2	3	3	0	2	0	3	1	0	3
Nbr1	0	1	3	1	1	0	1	3	1	1	2	3	0	2	1	21
Ncald	0	0	0	3	3	2	4	14	0	2	0	2	0	2	3	2
Ncam1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncam2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncapd2	0	2	13	9	0	0	6	12	2	2	1	5	1	4	1	16
Ncapd3	0	0	0	0	0	1	1	6	0	0	1	4	0	2	1	6
Ncapg	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ncapg2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
Ncaph	0	0	0	0	0	0	0	4	1	1	0	2	0	0	1	5
Ncaph2	0	1	0	6	0	0	2	6	0	1	1	10	2	1	1	15
Ncbp1	0	1	0	1	0	0	1	5	0	0	2	7	0	0	3	26
Ncbp2	2	3	3	8	0	1	6	19	1	2	0	11	2	7	0	38
Ncbp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nccrp1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	3
Ncdn	2	9	19	29	2	10	25	54	14	17	25	48	18	29	8	91
Nceh1	0	6	6	10	4	2	20	21	12	4	6	14	7	7	6	80
Ncf1	11	59	226	273	1	46	301	571	277	399	510	1289	386	305	336	3415
Ncf2	2	8	15	28	0	9	25	84	11	17	8	128	19	24	11	440
Ncf4	1	3	7	19	0	3	9	44	2	9	5	25	2	8	2	104
Nck1	1	1	0	0	0	0	1	1	1	0	2	2	1	0	4	1
Nck2	1	0	0	0	2	0	1	1	0	0	0	2	1	1	1	3
Nckap1	0	0	0	2	1	2	0	1	0	0	0	0	0	3	1	4
Nckap1l	0	8	7	31	0	5	15	54	11	18	9	60	12	15	20	255
Nckap5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
Nckap5l	0	1	2	3	0	4	14	29	4	0	0	14	1	2	4	32
Nckipsd	0	3	3	3	0	5	4	12	3	1	1	29	2	6	4	33
Ncl	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	3
Ncln	5	32	73	118	1	38	75	162	27	79	82	151	68	59	40	310
Ncmap	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Ncoa1	1	0	1	0	2	1	0	2	0	0	1	1	0	1	0	3
Ncoa2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	1
Ncoa3	1	1	2	1	2	1	6	6	4	0	1	3	1	1	2	8
Ncoa4	0	2	1	1	0	0	0	2	1	0	0	1	0	0	0	1
Ncoa5	0	1	11	17	0	10	26	44	9	7	7	34	18	38	8	102
Ncoa6	4	6	0	1	2	2	1	0	2	0	0	1	0	0	1	7
Ncoa7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ncor1	0	3	3	9	1	3	3	12	1	6	1	2	1	7	1	7
Ncor2	1	10	37	61	0	13	51	114	17	28	32	106	17	41	29	210
Ncr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ncs1	0	0	0	1	0	9	3	5	0	1	0	3	3	37	1	14
Ncstn	0	1	4	9	1	1	6	19	1	2	5	17	1	3	3	68
Nctc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ndc80	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3
Nde1	0	1	1	2	0	1	2	12	0	1	3	8	1	2	2	16
Ndel1	0	1	0	6	0	2	1	9	2	2	2	24	1	2	1	57
Ndfip1	0	3	4	6	4	1	3	1	8	6	1	5	8	6	2	8
Ndfip2	1	0	3	1	3	0	0	3	0	1	1	1	1	1	0	2
Ndn	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ndnf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndor1	0	3	7	16	1	5	5	15	6	5	10	20	5	13	9	35
Ndp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	0	0	1	4	0	2	2	13	1	1	0	3	1	2	0	4
Ndrg2	2	0	0	3	0	7	3	18	1	0	0	4	0	4	1	4
Ndrg3	0	2	8	16	0	7	13	21	1	7	9	25	9	7	5	98
Ndrg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	11	40	51	70	2	91	129	228	68	61	51	109	119	108	70	286
Ndst2	0	0	0	1	0	0	1	5	0	0	1	6	0	1	1	7
Ndst3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa1	1	4	9	34	3	11	14	71	6	13	8	75	10	33	7	241
Ndufa10	0	1	16	40	0	4	20	38	7	17	32	41	14	29	7	135
Ndufa11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa11b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Ndufa12	2	3	0	7	0	1	3	16	5	1	2	12	4	7	0	38
Ndufa13	5	28	44	101	3	52	74	190	34	74	51	252	78	138	38	665
Ndufa2	6	64	82	267	7	80	179	342	87	175	107	352	203	283	92	1044
Ndufa3	8	44	74	140	7	57	134	274	75	108	147	263	221	255	101	693
Ndufa4	2	1	0	2	0	1	1	8	1	0	0	0	2	7	1	9
